id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Age Group
88658,Female,Loyal Customer,8,Personal Travel,Eco,442,3,4,3,3,4,3,4,4,5,4,1,4,4,4,0,0,neutral or dissatisfied,Children
43399,Male,Loyal Customer,51,Personal Travel,Eco,347,5,5,5,1,1,5,2,1,3,4,5,3,4,1,0,0,satisfied,Adult
103377,Male,Loyal Customer,66,Business travel,Business,1640,0,0,0,3,3,5,5,1,1,1,1,5,1,5,4,5,satisfied,Senior
80530,Female,Loyal Customer,58,Business travel,Business,1678,1,1,1,1,2,3,4,5,5,5,5,4,5,3,0,0,satisfied,Senior
25524,Male,Loyal Customer,32,Personal Travel,Eco,547,3,1,3,3,4,3,3,4,3,4,4,4,4,4,0,0,neutral or dissatisfied,Adult
67416,Female,Loyal Customer,41,Business travel,Business,2852,5,5,5,5,4,5,5,5,5,5,5,3,5,5,8,11,satisfied,Adult
76892,Female,Loyal Customer,56,Business travel,Business,630,2,2,2,2,5,4,5,5,5,5,5,5,5,4,4,2,satisfied,Senior
116292,Female,Loyal Customer,18,Personal Travel,Eco,480,1,3,1,3,5,1,5,5,1,2,3,3,4,5,1,0,neutral or dissatisfied,Young Adult
65887,Male,Loyal Customer,52,Business travel,Business,2296,3,3,3,3,2,4,4,3,3,3,3,5,3,3,0,0,satisfied,Adult
3944,Male,Loyal Customer,31,Business travel,Business,764,2,2,3,2,2,2,2,2,2,3,4,2,4,2,0,10,neutral or dissatisfied,Adult
61638,Female,Loyal Customer,53,Business travel,Business,1635,3,3,3,3,5,5,5,5,5,5,5,5,5,4,95,82,satisfied,Adult
74579,Female,Loyal Customer,42,Business travel,Eco,1235,2,1,1,1,1,4,4,2,2,2,2,1,2,1,0,0,neutral or dissatisfied,Adult
62145,Female,Loyal Customer,34,Business travel,Business,2565,3,3,3,3,5,4,5,5,5,5,5,4,5,4,0,7,satisfied,Adult
46418,Female,Loyal Customer,50,Business travel,Business,649,3,4,4,4,5,4,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied,Adult
32676,Female,Loyal Customer,36,Business travel,Business,101,1,4,5,5,1,3,4,4,4,4,1,2,4,4,0,3,neutral or dissatisfied,Adult
101514,Male,disloyal Customer,23,Business travel,Eco,345,2,5,3,1,4,3,4,4,2,5,5,1,2,4,6,4,neutral or dissatisfied,Young Adult
91553,Male,Loyal Customer,15,Personal Travel,Eco,680,1,1,1,3,2,1,2,2,3,3,3,1,3,2,0,18,neutral or dissatisfied,Children
126073,Female,Loyal Customer,48,Business travel,Business,590,4,4,4,4,3,4,4,5,5,5,5,3,5,4,53,47,satisfied,Adult
50562,Male,Loyal Customer,56,Personal Travel,Eco,86,2,4,0,1,4,0,4,4,4,5,1,4,5,4,0,0,neutral or dissatisfied,Senior
122630,Female,Loyal Customer,65,Personal Travel,Eco,728,3,3,3,5,1,3,2,2,2,3,2,2,2,1,0,0,neutral or dissatisfied,Senior
550,Female,Loyal Customer,40,Business travel,Business,164,0,5,0,2,4,4,4,5,5,4,4,5,5,3,38,33,satisfied,Adult
111896,Male,Loyal Customer,37,Personal Travel,Eco,628,1,5,1,2,1,1,1,5,3,5,5,1,5,1,166,164,neutral or dissatisfied,Adult
41694,Female,Loyal Customer,23,Personal Travel,Eco,347,4,5,4,1,3,4,4,3,4,5,5,4,5,3,0,22,neutral or dissatisfied,Young Adult
43533,Male,Loyal Customer,68,Personal Travel,Eco,920,4,5,4,3,4,4,4,4,4,5,4,3,4,4,0,13,neutral or dissatisfied,Senior
32879,Female,Loyal Customer,25,Personal Travel,Eco,101,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,0,neutral or dissatisfied,Adult
66586,Female,Loyal Customer,44,Business travel,Eco,761,4,5,5,5,3,3,3,4,4,4,4,2,4,3,1,0,neutral or dissatisfied,Adult
6605,Male,Loyal Customer,41,Personal Travel,Eco,618,2,3,2,3,4,2,4,4,2,3,3,1,4,4,0,0,neutral or dissatisfied,Adult
118854,Male,Loyal Customer,24,Personal Travel,Eco Plus,304,2,4,2,2,5,2,2,5,3,4,4,4,5,5,51,46,neutral or dissatisfied,Young Adult
22151,Female,disloyal Customer,20,Business travel,Eco,565,4,5,4,3,4,4,2,4,2,3,1,5,1,4,0,0,neutral or dissatisfied,Young Adult
41874,Male,Loyal Customer,23,Business travel,Eco,925,1,3,3,3,1,1,1,1,3,2,4,3,3,1,6,22,neutral or dissatisfied,Young Adult
5362,Female,Loyal Customer,20,Business travel,Business,2037,1,1,1,1,4,4,4,4,3,4,4,5,4,4,0,0,satisfied,Young Adult
111572,Male,disloyal Customer,21,Business travel,Eco,483,2,4,2,3,1,2,1,1,1,5,4,3,3,1,32,64,neutral or dissatisfied,Young Adult
8307,Male,Loyal Customer,54,Business travel,Eco Plus,530,2,3,3,3,2,2,2,2,3,3,3,2,3,2,0,11,neutral or dissatisfied,Adult
22230,Female,disloyal Customer,33,Business travel,Business,145,3,3,3,4,3,3,3,3,4,3,4,5,5,3,0,3,neutral or dissatisfied,Adult
85244,Female,Loyal Customer,47,Personal Travel,Eco,696,4,4,4,4,2,1,3,2,2,4,2,4,2,3,24,36,satisfied,Adult
34817,Female,Loyal Customer,48,Personal Travel,Eco,301,3,2,4,3,2,4,3,3,3,4,3,2,3,4,0,0,neutral or dissatisfied,Adult
20959,Female,disloyal Customer,18,Business travel,Eco,689,4,4,4,3,2,4,2,2,1,1,3,4,4,2,117,126,neutral or dissatisfied,Young Adult
20466,Male,Loyal Customer,60,Personal Travel,Eco,84,0,1,0,3,3,0,3,3,4,1,3,2,4,3,0,0,satisfied,Senior
26969,Female,Loyal Customer,48,Business travel,Eco,867,4,1,1,1,1,4,5,4,4,4,4,1,4,4,0,0,satisfied,Adult
109005,Male,disloyal Customer,27,Business travel,Business,994,4,4,4,2,1,4,1,1,5,2,5,3,4,1,3,0,satisfied,Adult
106924,Male,Loyal Customer,13,Personal Travel,Eco,1259,3,4,3,4,2,3,2,2,4,4,5,3,4,2,11,19,neutral or dissatisfied,Children
83030,Female,Loyal Customer,43,Business travel,Business,2868,2,2,2,2,5,5,4,4,4,4,4,3,4,5,13,33,satisfied,Adult
52259,Male,disloyal Customer,22,Business travel,Eco,370,2,2,2,3,4,2,1,4,1,2,4,2,3,4,0,0,neutral or dissatisfied,Young Adult
90313,Female,Loyal Customer,57,Personal Travel,Eco Plus,757,3,4,3,2,5,5,5,5,5,3,2,4,5,4,6,0,neutral or dissatisfied,Senior
123441,Female,disloyal Customer,25,Business travel,Business,2077,5,0,5,3,2,5,2,2,4,2,4,5,4,2,0,0,satisfied,Adult
79431,Female,Loyal Customer,33,Business travel,Business,3725,1,1,1,1,5,5,5,4,4,4,4,5,4,4,14,12,satisfied,Adult
111997,Male,Loyal Customer,39,Business travel,Business,2700,1,1,3,1,3,4,4,3,3,4,3,3,3,4,1,23,satisfied,Adult
53303,Male,disloyal Customer,38,Business travel,Eco,411,3,2,3,4,4,3,1,4,2,5,4,3,4,4,119,117,neutral or dissatisfied,Adult
66918,Female,Loyal Customer,22,Business travel,Business,2229,3,3,3,3,4,4,4,4,4,3,4,3,5,4,2,0,satisfied,Young Adult
92175,Female,Loyal Customer,48,Business travel,Business,2079,3,3,3,3,4,4,4,3,4,5,5,4,4,4,291,280,satisfied,Adult
105604,Female,disloyal Customer,22,Business travel,Eco,663,3,0,4,3,3,4,2,3,5,4,5,5,5,3,2,3,neutral or dissatisfied,Young Adult
27748,Female,Loyal Customer,37,Business travel,Business,1533,2,2,2,2,3,2,4,4,4,4,4,2,4,1,0,16,satisfied,Adult
4735,Male,disloyal Customer,47,Business travel,Business,888,2,2,2,4,5,2,5,5,4,5,4,3,5,5,0,0,neutral or dissatisfied,Adult
30680,Male,Loyal Customer,58,Business travel,Eco,680,4,4,2,4,4,4,4,4,2,4,5,5,1,4,0,18,satisfied,Senior
41471,Female,disloyal Customer,52,Business travel,Eco,715,4,4,4,1,5,4,5,5,1,2,3,5,1,5,53,66,satisfied,Adult
27121,Male,Loyal Customer,29,Business travel,Business,2701,4,4,4,4,4,4,4,4,2,3,2,4,1,4,9,53,satisfied,Adult
72810,Male,disloyal Customer,26,Business travel,Business,1045,3,3,3,3,1,3,1,1,5,3,4,3,4,1,0,0,neutral or dissatisfied,Adult
7988,Female,Loyal Customer,47,Business travel,Business,3689,1,1,1,1,4,5,5,3,3,4,3,5,3,5,0,1,satisfied,Adult
78346,Male,Loyal Customer,20,Personal Travel,Eco,1547,2,4,1,3,2,1,2,2,4,3,4,4,4,2,0,1,neutral or dissatisfied,Young Adult
70145,Female,Loyal Customer,20,Personal Travel,Eco,550,3,3,3,4,2,3,2,2,3,1,1,2,1,2,0,0,neutral or dissatisfied,Young Adult
69030,Male,Loyal Customer,51,Business travel,Business,1389,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,6,satisfied,Adult
41235,Male,Loyal Customer,67,Personal Travel,Eco,744,2,3,2,2,4,2,4,4,2,2,3,3,3,4,18,5,neutral or dissatisfied,Senior
28797,Male,Loyal Customer,32,Personal Travel,Business,697,2,5,2,5,2,2,2,2,3,2,5,3,4,2,0,1,neutral or dissatisfied,Adult
15177,Male,Loyal Customer,55,Business travel,Business,2764,3,3,3,3,2,2,3,3,3,3,3,4,3,4,11,0,neutral or dissatisfied,Adult
111833,Male,Loyal Customer,38,Business travel,Business,1605,2,2,2,2,1,2,3,2,2,2,2,3,2,4,67,49,neutral or dissatisfied,Adult
84079,Male,Loyal Customer,24,Business travel,Eco,932,1,3,1,3,1,1,3,1,3,2,4,4,4,1,0,18,neutral or dissatisfied,Young Adult
63168,Female,Loyal Customer,52,Business travel,Business,2948,4,4,2,4,3,4,5,5,5,5,5,5,5,5,0,0,satisfied,Adult
112423,Male,Loyal Customer,29,Business travel,Business,909,2,1,4,1,2,2,2,2,2,4,2,1,3,2,24,19,neutral or dissatisfied,Adult
47869,Male,disloyal Customer,26,Business travel,Eco,451,2,4,2,4,3,2,3,3,2,4,4,1,3,3,0,21,neutral or dissatisfied,Adult
25818,Female,Loyal Customer,57,Personal Travel,Eco,1747,3,2,2,3,1,2,4,1,1,2,1,2,1,3,5,6,neutral or dissatisfied,Senior
15978,Female,Loyal Customer,52,Business travel,Business,1570,1,1,1,1,2,4,5,3,3,3,3,3,3,5,25,17,satisfied,Adult
40544,Female,Loyal Customer,33,Business travel,Business,391,4,4,4,4,4,2,4,5,5,5,5,2,5,1,0,0,satisfied,Adult
49040,Female,disloyal Customer,26,Business travel,Eco,158,2,0,2,2,1,2,1,1,4,5,5,3,5,1,0,0,neutral or dissatisfied,Adult
64429,Male,Loyal Customer,49,Business travel,Business,3985,3,3,3,3,5,4,5,4,4,5,4,4,4,4,1,0,satisfied,Adult
9074,Male,Loyal Customer,12,Personal Travel,Eco,173,5,1,5,4,5,5,5,2,3,3,3,5,3,5,326,330,satisfied,Children
35598,Female,disloyal Customer,15,Business travel,Eco Plus,1076,2,3,2,3,1,2,1,1,2,2,3,4,3,1,25,51,neutral or dissatisfied,Children
23245,Female,Loyal Customer,27,Business travel,Business,783,4,4,4,4,5,5,5,5,5,3,1,1,2,5,0,10,satisfied,Adult
103321,Female,Loyal Customer,41,Business travel,Eco,1139,3,4,4,4,4,3,4,4,3,3,3,2,4,4,53,44,neutral or dissatisfied,Adult
71718,Female,Loyal Customer,29,Business travel,Business,1941,3,3,3,3,5,5,5,5,5,3,5,4,4,5,0,0,satisfied,Adult
83571,Male,Loyal Customer,55,Business travel,Business,936,1,4,4,4,3,2,3,1,1,1,1,2,1,3,0,2,neutral or dissatisfied,Adult
61538,Female,Loyal Customer,25,Personal Travel,Eco,2288,2,2,2,4,1,2,1,1,4,5,4,3,3,1,52,12,neutral or dissatisfied,Adult
80876,Male,Loyal Customer,29,Personal Travel,Eco,484,3,4,3,4,2,3,2,2,1,4,4,2,3,2,11,9,neutral or dissatisfied,Adult
18432,Male,Loyal Customer,55,Business travel,Business,3365,5,5,5,5,4,5,5,5,5,5,4,5,5,3,0,0,satisfied,Adult
45188,Male,Loyal Customer,50,Business travel,Business,1437,3,3,3,3,1,4,1,5,5,4,5,2,5,2,91,67,satisfied,Adult
59757,Female,disloyal Customer,36,Business travel,Business,895,2,2,2,4,1,2,1,1,3,2,5,4,4,1,0,0,neutral or dissatisfied,Adult
52436,Male,Loyal Customer,8,Personal Travel,Eco,651,2,3,2,5,1,2,1,1,2,1,3,5,5,1,0,0,neutral or dissatisfied,Children
29752,Female,disloyal Customer,40,Business travel,Business,571,4,4,4,3,4,4,3,4,5,5,5,3,3,3,193,,neutral or dissatisfied,Adult
98724,Male,Loyal Customer,61,Personal Travel,Eco Plus,834,0,4,0,2,1,0,1,1,5,2,5,4,4,1,0,0,satisfied,Senior
104377,Male,Loyal Customer,35,Business travel,Business,228,1,2,2,2,3,2,2,1,1,1,1,4,1,3,1,40,neutral or dissatisfied,Adult
94770,Female,Loyal Customer,60,Business travel,Business,239,0,0,0,2,5,5,5,2,2,2,1,4,2,5,2,0,satisfied,Senior
11115,Male,disloyal Customer,42,Personal Travel,Eco,191,4,4,4,5,4,4,4,4,5,4,5,5,5,4,0,6,satisfied,Adult
52992,Female,Loyal Customer,55,Business travel,Business,1208,3,3,3,3,5,4,2,5,5,5,5,5,5,4,0,0,satisfied,Adult
19806,Female,Loyal Customer,39,Business travel,Business,413,1,1,1,1,4,2,2,4,4,4,4,2,4,4,115,130,satisfied,Adult
96647,Male,disloyal Customer,27,Business travel,Eco,636,2,3,2,3,5,2,5,5,5,5,3,5,4,5,0,18,neutral or dissatisfied,Adult
93970,Female,Loyal Customer,39,Business travel,Business,1218,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0,satisfied,Adult
125028,Male,Loyal Customer,25,Personal Travel,Eco Plus,184,2,1,2,3,3,2,3,3,4,1,2,2,3,3,0,0,neutral or dissatisfied,Adult
42551,Male,Loyal Customer,65,Personal Travel,Eco,1174,1,4,1,4,5,1,5,5,5,3,4,5,5,5,0,0,neutral or dissatisfied,Senior
26930,Female,Loyal Customer,39,Personal Travel,Eco,1660,1,4,1,4,1,1,1,1,3,1,2,1,3,1,0,0,neutral or dissatisfied,Adult
65103,Male,Loyal Customer,11,Personal Travel,Eco,282,2,1,4,3,4,5,4,2,3,2,2,4,3,4,148,156,neutral or dissatisfied,Children
42176,Male,Loyal Customer,53,Business travel,Business,329,0,0,0,4,5,2,1,2,2,2,2,3,2,3,0,0,satisfied,Adult
23419,Female,Loyal Customer,38,Personal Travel,Eco,541,3,4,3,4,1,3,1,1,5,4,4,4,4,1,114,105,neutral or dissatisfied,Adult
49900,Male,Loyal Customer,47,Business travel,Eco,250,1,4,5,4,1,1,1,1,1,4,4,3,4,1,0,0,neutral or dissatisfied,Adult
45672,Male,Loyal Customer,37,Business travel,Eco,826,4,4,4,4,4,4,4,4,3,4,1,5,2,4,37,68,satisfied,Adult
26380,Male,Loyal Customer,64,Personal Travel,Eco,991,2,1,2,3,1,2,1,1,3,3,4,1,4,1,0,0,neutral or dissatisfied,Senior
95906,Female,Loyal Customer,21,Personal Travel,Eco,580,3,4,3,3,5,3,5,5,3,2,5,4,5,5,20,4,neutral or dissatisfied,Young Adult
58965,Male,disloyal Customer,49,Business travel,Business,1726,2,2,2,3,2,2,2,4,4,2,3,2,4,2,133,147,neutral or dissatisfied,Adult
107659,Female,Loyal Customer,50,Business travel,Business,1771,4,4,4,4,2,4,4,4,4,4,4,3,4,5,7,0,satisfied,Adult
12726,Male,Loyal Customer,18,Business travel,Eco,689,4,2,2,2,4,4,4,4,2,3,2,1,2,4,0,0,satisfied,Young Adult
120542,Female,Loyal Customer,53,Business travel,Business,2176,4,4,4,4,3,3,4,5,5,5,5,4,5,4,0,0,satisfied,Adult
66205,Male,Loyal Customer,39,Business travel,Eco,460,1,1,1,1,1,1,1,1,1,1,4,2,3,1,0,0,neutral or dissatisfied,Adult
94372,Male,Loyal Customer,47,Business travel,Business,248,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0,satisfied,Adult
101557,Female,Loyal Customer,51,Business travel,Business,3313,0,0,0,1,5,4,4,1,1,1,1,3,1,3,0,0,satisfied,Adult
1185,Male,Loyal Customer,36,Personal Travel,Eco,102,1,5,1,3,2,1,2,2,4,3,5,4,5,2,4,0,neutral or dissatisfied,Adult
73205,Female,Loyal Customer,7,Personal Travel,Eco,1258,2,5,2,2,1,2,1,1,4,3,4,3,4,1,0,0,neutral or dissatisfied,Children
91677,Female,disloyal Customer,21,Business travel,Eco,588,4,0,4,4,2,4,5,2,4,4,4,5,5,2,0,0,satisfied,Young Adult
23683,Female,Loyal Customer,35,Business travel,Business,251,1,1,1,1,5,2,1,4,4,4,4,2,4,5,10,6,satisfied,Adult
73533,Male,Loyal Customer,25,Business travel,Business,594,2,2,2,2,3,3,3,3,3,5,4,5,4,3,0,0,satisfied,Adult
43367,Male,Loyal Customer,38,Personal Travel,Eco,436,2,5,2,1,1,2,1,1,3,5,4,4,5,1,2,8,neutral or dissatisfied,Adult
57222,Male,Loyal Customer,54,Personal Travel,Eco,1514,1,5,1,5,5,1,5,5,1,4,5,5,5,5,4,0,neutral or dissatisfied,Adult
21862,Male,Loyal Customer,23,Business travel,Business,500,1,1,1,1,1,2,1,1,4,1,5,5,1,1,0,3,satisfied,Young Adult
74917,Female,Loyal Customer,47,Business travel,Business,2586,1,1,1,1,3,5,5,5,5,5,5,3,5,5,1,18,satisfied,Adult
41216,Male,Loyal Customer,15,Personal Travel,Eco,1091,2,1,2,4,5,2,5,5,3,4,3,2,3,5,0,0,neutral or dissatisfied,Children
100684,Female,Loyal Customer,23,Business travel,Eco,889,3,3,3,3,3,3,2,3,3,4,4,1,3,3,12,15,neutral or dissatisfied,Young Adult
77742,Male,Loyal Customer,39,Business travel,Business,1980,1,2,2,2,1,4,1,1,1,1,1,3,1,4,0,0,neutral or dissatisfied,Adult
34348,Male,disloyal Customer,22,Business travel,Eco,541,2,0,2,3,1,2,5,1,4,5,5,4,2,1,0,0,neutral or dissatisfied,Young Adult
81238,Female,Loyal Customer,59,Business travel,Business,223,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,satisfied,Senior
8976,Male,Loyal Customer,53,Business travel,Business,2214,0,0,0,4,5,4,5,5,5,5,5,4,5,1,0,8,satisfied,Adult
18277,Female,disloyal Customer,59,Business travel,Eco Plus,179,2,2,2,1,3,2,3,3,5,1,3,5,5,3,0,11,neutral or dissatisfied,Senior
47599,Female,disloyal Customer,20,Business travel,Eco,1428,2,2,2,3,1,2,1,1,3,4,4,3,4,1,0,0,neutral or dissatisfied,Young Adult
34716,Male,Loyal Customer,56,Business travel,Eco,264,5,1,1,1,5,5,5,4,4,5,4,5,3,5,172,189,satisfied,Senior
126870,Male,Loyal Customer,46,Personal Travel,Eco,2125,5,3,5,4,1,5,1,1,4,3,4,1,3,1,0,0,satisfied,Adult
90691,Male,Loyal Customer,47,Business travel,Business,3560,3,3,3,3,3,4,4,5,5,5,5,4,5,5,3,0,satisfied,Adult
70297,Female,Loyal Customer,59,Personal Travel,Eco,852,2,5,2,3,4,4,5,4,4,2,4,3,4,4,2,0,neutral or dissatisfied,Senior
49331,Male,Loyal Customer,44,Business travel,Eco,308,4,5,5,5,4,4,4,4,4,5,5,2,2,4,0,0,satisfied,Adult
46516,Male,Loyal Customer,55,Business travel,Business,3962,4,4,4,4,4,1,4,5,5,5,4,4,5,3,4,11,satisfied,Adult
35193,Female,Loyal Customer,29,Business travel,Business,1671,1,1,1,1,5,5,5,5,5,4,5,2,3,5,0,0,satisfied,Adult
110698,Male,Loyal Customer,58,Personal Travel,Eco,945,5,3,5,1,1,5,1,1,3,2,3,3,3,1,0,0,satisfied,Senior
96469,Male,Loyal Customer,25,Business travel,Business,3997,2,2,4,2,4,4,4,4,5,2,5,5,5,4,82,64,satisfied,Adult
74007,Female,Loyal Customer,65,Personal Travel,Eco,1972,4,3,4,3,4,5,4,3,3,4,3,3,3,5,0,0,neutral or dissatisfied,Senior
11516,Female,Loyal Customer,18,Personal Travel,Eco Plus,312,2,5,2,3,2,2,2,2,5,4,5,4,5,2,0,0,neutral or dissatisfied,Young Adult
54841,Male,Loyal Customer,39,Business travel,Business,862,3,3,5,3,5,5,4,2,2,2,2,3,2,3,0,0,satisfied,Adult
68211,Male,Loyal Customer,47,Business travel,Business,2090,5,5,5,5,4,4,5,3,3,3,3,4,3,4,0,0,satisfied,Adult
44964,Male,Loyal Customer,41,Business travel,Business,222,0,4,0,2,5,4,4,4,4,4,3,4,4,4,0,0,satisfied,Adult
6885,Male,Loyal Customer,46,Business travel,Business,3538,1,1,1,1,4,5,5,5,5,5,5,4,5,3,2,0,satisfied,Adult
104126,Female,Loyal Customer,52,Business travel,Business,3998,3,3,5,3,5,5,4,4,4,4,4,5,4,4,62,52,satisfied,Adult
68499,Male,Loyal Customer,41,Personal Travel,Eco,1303,2,5,2,2,5,2,5,5,3,5,4,3,5,5,0,0,neutral or dissatisfied,Adult
13823,Male,Loyal Customer,41,Business travel,Eco,628,5,2,2,2,5,5,5,5,5,2,1,2,2,5,10,18,satisfied,Adult
118205,Male,Loyal Customer,62,Personal Travel,Eco,1444,3,0,3,1,2,3,2,2,3,5,4,5,4,2,23,26,neutral or dissatisfied,Senior
87409,Male,Loyal Customer,70,Personal Travel,Eco,425,4,2,4,4,1,4,1,1,3,3,2,2,4,1,89,69,neutral or dissatisfied,Senior
48676,Female,Loyal Customer,40,Business travel,Business,2104,5,5,1,5,3,5,5,4,4,4,4,4,4,3,0,2,satisfied,Adult
109202,Male,Loyal Customer,26,Business travel,Business,2724,3,5,4,5,3,3,3,3,3,3,4,1,3,3,0,0,neutral or dissatisfied,Adult
94970,Female,disloyal Customer,21,Business travel,Eco,319,4,0,4,4,1,4,1,1,3,4,2,4,5,1,13,3,satisfied,Young Adult
111383,Female,disloyal Customer,28,Business travel,Business,1050,2,2,2,3,3,2,3,3,4,5,4,4,5,3,2,0,neutral or dissatisfied,Adult
49382,Female,disloyal Customer,36,Business travel,Eco,337,2,4,2,4,3,2,4,3,1,4,2,5,4,3,1,0,neutral or dissatisfied,Adult
123135,Male,Loyal Customer,46,Business travel,Eco,650,3,2,2,2,3,3,3,3,4,1,4,3,3,3,0,0,neutral or dissatisfied,Adult
35639,Female,Loyal Customer,29,Personal Travel,Eco Plus,1626,2,4,2,3,1,2,1,1,3,3,5,4,5,1,31,13,neutral or dissatisfied,Adult
93075,Female,Loyal Customer,15,Personal Travel,Eco Plus,297,2,4,2,5,2,2,2,2,4,5,5,3,4,2,0,3,neutral or dissatisfied,Children
61902,Male,disloyal Customer,27,Business travel,Business,550,3,3,3,4,2,3,2,2,3,5,5,4,4,2,88,79,neutral or dissatisfied,Adult
95446,Male,Loyal Customer,54,Business travel,Business,2011,2,2,2,2,4,5,5,5,5,5,5,3,5,5,11,16,satisfied,Adult
65927,Female,Loyal Customer,69,Personal Travel,Eco,569,4,4,4,3,5,1,1,4,4,4,4,2,4,1,6,1,neutral or dissatisfied,Senior
8835,Male,Loyal Customer,15,Business travel,Eco Plus,522,2,4,4,4,2,2,2,2,2,2,4,3,3,2,76,75,neutral or dissatisfied,Children
119551,Female,Loyal Customer,9,Personal Travel,Eco,759,3,5,3,1,1,3,4,1,3,4,4,4,5,1,0,8,neutral or dissatisfied,Children
126796,Female,Loyal Customer,59,Business travel,Business,2077,2,2,3,2,2,5,5,4,4,4,4,4,4,4,0,0,satisfied,Senior
3499,Male,Loyal Customer,69,Personal Travel,Eco,1080,2,4,2,3,3,2,3,3,3,3,4,3,4,3,0,9,neutral or dissatisfied,Senior
84421,Male,Loyal Customer,22,Personal Travel,Eco,591,2,5,2,1,3,2,3,3,1,3,5,5,1,3,1,0,neutral or dissatisfied,Young Adult
72175,Female,Loyal Customer,49,Business travel,Business,2296,3,3,2,3,2,5,5,4,4,5,4,3,4,3,49,61,satisfied,Adult
65850,Female,Loyal Customer,47,Business travel,Eco,991,3,2,2,2,2,4,4,3,3,3,3,3,3,3,19,2,neutral or dissatisfied,Adult
814,Male,Loyal Customer,30,Business travel,Business,309,2,3,3,3,2,2,2,2,3,5,3,4,4,2,0,0,neutral or dissatisfied,Adult
57820,Female,Loyal Customer,60,Business travel,Business,622,1,1,1,1,2,4,5,4,4,4,4,5,4,5,14,30,satisfied,Senior
102156,Female,Loyal Customer,45,Business travel,Business,223,2,2,2,2,2,4,4,5,5,5,5,5,5,4,4,0,satisfied,Adult
62309,Male,Loyal Customer,49,Business travel,Eco,414,3,5,5,5,3,3,3,3,3,4,3,3,3,3,0,0,neutral or dissatisfied,Adult
24761,Female,Loyal Customer,23,Business travel,Business,3987,5,5,5,5,4,4,4,4,1,2,5,1,3,4,0,3,satisfied,Young Adult
105169,Female,Loyal Customer,18,Personal Travel,Eco,220,3,1,3,3,1,3,1,1,3,2,4,3,3,1,0,0,neutral or dissatisfied,Young Adult
102602,Male,Loyal Customer,58,Personal Travel,Eco Plus,397,1,4,1,1,1,1,1,1,4,4,4,5,5,1,6,4,neutral or dissatisfied,Senior
82348,Male,Loyal Customer,44,Business travel,Eco,201,4,5,5,5,5,4,5,5,3,4,3,1,4,5,0,0,neutral or dissatisfied,Adult
36879,Male,Loyal Customer,23,Business travel,Business,3017,2,2,2,2,3,4,3,3,3,3,2,4,5,3,8,0,satisfied,Young Adult
35133,Female,Loyal Customer,47,Business travel,Business,1572,2,2,2,2,4,1,1,3,3,3,3,3,3,5,0,0,satisfied,Adult
67101,Male,Loyal Customer,50,Business travel,Business,3650,1,1,5,1,4,4,4,5,5,4,5,5,5,5,0,0,satisfied,Adult
2777,Female,Loyal Customer,57,Business travel,Business,2054,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,2,satisfied,Senior
1549,Male,Loyal Customer,70,Personal Travel,Eco,922,1,4,1,4,1,1,1,1,4,1,3,1,3,1,0,0,neutral or dissatisfied,Senior
118422,Male,disloyal Customer,20,Business travel,Eco,646,5,4,5,3,2,5,2,2,3,2,5,4,4,2,0,0,satisfied,Young Adult
93706,Female,Loyal Customer,29,Business travel,Business,689,2,3,3,3,2,2,2,2,3,2,4,1,4,2,21,8,neutral or dissatisfied,Adult
120536,Male,Loyal Customer,43,Business travel,Business,2176,4,3,3,3,4,2,3,4,4,4,4,1,4,3,0,0,neutral or dissatisfied,Adult
62042,Female,disloyal Customer,33,Business travel,Business,2475,1,1,1,4,5,1,5,5,3,5,5,5,5,5,1,0,neutral or dissatisfied,Adult
128505,Male,Loyal Customer,49,Personal Travel,Eco,338,2,2,2,4,3,2,3,3,4,3,4,4,4,3,1,0,neutral or dissatisfied,Adult
109630,Male,Loyal Customer,36,Business travel,Business,3905,3,3,3,3,4,4,4,3,3,2,3,4,3,4,2,0,satisfied,Adult
20410,Male,Loyal Customer,55,Business travel,Eco,196,4,2,2,2,4,4,4,4,3,1,1,5,3,4,14,19,satisfied,Adult
54960,Male,disloyal Customer,35,Business travel,Business,1303,4,4,4,4,2,4,2,2,5,5,4,3,4,2,0,0,neutral or dissatisfied,Adult
104943,Female,disloyal Customer,28,Business travel,Eco,1180,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,0,neutral or dissatisfied,Adult
89568,Female,Loyal Customer,47,Business travel,Eco,950,3,2,2,2,3,4,3,3,3,3,3,1,3,4,0,0,neutral or dissatisfied,Adult
5050,Female,Loyal Customer,45,Business travel,Business,2673,3,3,2,3,3,5,4,4,4,4,5,4,4,4,0,0,satisfied,Adult
